job_hash,Job Title,Company,Location,Country,Work Mode,Employment Type,Apply URL,ATS,Salary,Status,Description,success
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
iyzlaxveonf1,Senior Cloud Network Engineer (US Remote),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
8pobn59czrpf,React Native Developer (Wallet team) (100% remote Worldwide),Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
chxuf1y6lkx,"PRINCIPAL R&D/PRODUCT DVL ENGINEER (#Remote, PA, US, #remote)",Himalayas,Remote,Unknown,Remote,Full-time,https://jobs.ashbyhq.com/himalayas,ashby,,active,,
crp66t1zds9l,Associate Support Engineer (AMER - PST / MST),GitLab,"Remote, US",United States,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8231973002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h4><strong><strong class=&quot;textBold&quot;>An overview of this role</strong></strong></h4>
<p>Support Engineering at GitLab isn’t just a title. You’ll be embedded within the engineering department and will truly operate in an environment where support and engineering meet. You’ll interact with customers daily as they encounter the difficult edge cases of running GitLab in complex environments. In the space of a day, you might ",
cyk4uzpdabe5,"Backend Engineer, Knowledge Graph (Rust)",GitLab,"Remote, Canada;, Remote, US",Canada,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8437754002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><p><strong><strong class=&quot;textBold&quot;>An overview of this role</strong></strong></p>
<p>As an Intermediate Backend Engineer on the GitLab Knowledge Graph team, youll help build and operate a graph data service that supports GitLab Duo agents, analytics, and architecture-level features across GitLab.com, Dedicated, and Self-Managed deployments. You’ll join a small, Rust-first team that values clear ownership, thoughtful sys",
xbi8wjcyga3t,"Billing Operations Analyst, West",GitLab,"Remote, North, America",Unknown,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8442330002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As a <strong><strong class=&quot;textBold&quot;>Billing Analyst</strong></strong> at GitLab, youll help support global billing operations across the order-to-cash process. In this role, youll work on billing execution from subscription validation and invoice generation through reconciliation and issue resolution, helping improve billing accuracy, completeness, and consistency across systems. Yo",
7vvdv9vbv7e1,Business Development Representative,GitLab,"Remote, North, America",Unknown,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8470693002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2><strong>An overview of this role</strong></h2>
<p>This position is 100% remote and will be based in the United States or Canada.</p>
<p>GitLab is looking for an enthusiastic and strategic Business Development Representative (BDR) to join our growing Sales team. As a BDR at GitLab, you get the opportunity to lead the initial outreach to targeted accounts working in conjunction with the Field and Digital Marketing teams as well ",
isgga8hvbxe,"Business Systems Analyst, Marketing",GitLab,"Remote, EMEA",Unknown,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8414310002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As a Business Systems Analyst, Marketing on GitLabs Lead to Cash team, youll serve as the strategic bridge between our Marketing, Sales, and Partner teams and the technical execution across our go-to-market systems ecosystem. With a focus on Customer Relationship Management (CRM) and the Lead to Opportunity process, youll analyze complex business needs, translate them into clear requirements, a",
o5u4vlwrcx6b,Commercial Account Executive - DACH,GitLab,"Remote, Germany",Germany,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8446714002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As a Commercial Account Executive, you’ll be the primary connection between GitLab and mid-market customers, working with organizations of up to 4,000 team members to help them adopt and expand the world’s most comprehensive AI-powered DevSecOps platform. You’ll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex proje",
ec9hzbpsee9f,"Commercial Account Executive - Mid Market, CEE",GitLab,"Remote, United, Kingdom",United Kingdom,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8413337002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Ukraine and Cyprus selling into organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex pr",
6qffb1go3n3n,"Commercial Account Executive - Mid Market, CEE",GitLab,"Remote, Netherlands",Netherlands,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8420652002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Ukraine and Cyprus selling into organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex pr",
dqpfve98q3a2,"Commercial Account Executive - Mid Market, CEE",GitLab,"Remote, Germany",Germany,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8420646002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Ukraine and Cyprus selling into organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex pr",
xn5mh4xjpsla,"Commercial Account Executive - Mid Market, CEE",GitLab,"Remote, France",France,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8420645002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Ukraine and Cyprus selling into organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex pr",
lki8zej3h2ca,"Commercial Account Executive - Mid Market, CEE",GitLab,"Remote, Ireland",Ireland,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8420644002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Ukraine and Cyprus selling into organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex pr",
cjc4kx75qved,"Commercial Account Executive - Mid Market, Greece",GitLab,"Remote, Europe-North/Central",Unknown,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8448368002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>This role is based out of UK, Netherlands, France, Germany or Ireland</h2>
<h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Greece selling into organizations of up to 2,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity ",
mm2ch6uw8kfi,"Commercial Account Executive - Mid Market, Madrid",GitLab,"Remote, Spain",Spain,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8429750002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>This role is based out of Madrid </h2>
<h2>An overview of this role</h2>
<p>As an Account Executive, youll be the primary connection between GitLab and customers based in Spain selling into organizations of up to 2,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing te",
390lsavpc3ue,"Commercial Account Executive - Mid Market, Nordics",GitLab,"Remote, Sweden",Unknown,Remote,Full-time,https://job-boards.greenhouse.io/gitlab/jobs/8109723002,greenhouse,,active,"<div class=&quot;content-intro&quot;><p>GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.</p>
<p>The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our <a href=&quot;https://handbook.gitlab.com/handbook/values/&quot;>values</a> and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. <a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;>Co-create the future with us</a> as we build technology that transforms how the world develops software.</p>
<p>*<em>Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.</em></p></div><h2>An overview of this role</h2>
<p>As a Mid-market Account Executive, youll be the primary connection between GitLab and mid-market customers, working with organizations of up to 4,000 team members to help them adopt and expand the worlds most comprehensive AI-powered DevSecOps platform. Youll own a broad book of business across a wide range of opportunity sizes, guiding small, fast-growing teams as well as more complex projects",
